Product Name;Lighting Type;Space Type;ATEX Certified;Power (W);Lumen Output;Image URL;Product Link
Emergency luminaire for single- or double-sided signage. DALI-2. Surface mounted.;Emergency signage;Schools;;1 W;220 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK12 - signalisatie/SK1203A2.jpg;https://www.etaplighting.com/en/series/K1R-picto/K1R1461S2
Square emergency luminaire for single- or double-sided signage. DALI-2. Surface mounted.;Emergency signage;Offices;;3 W;14 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK12 - signalisatie/SK1202A1.jpg;https://www.etaplighting.com/en/series/K1R-mini-picto/K1R1563
Square emergency luminaire for single- or double-sided signage. DALI-2. Surface mounted.;Emergency signage;Offices;;3 W;85 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK12 - signalisatie/K1-met-rode-picto.jpg;https://www.etaplighting.com/en/series/K1R-mini-picto/K1R1563L2
Round emergency luminaire for escape route lighting. DALI-2. Recessed mounting. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK11 - verlichting/SK1112A2.jpg;https://www.etaplighting.com/en/series/K1R-light/K1R2163
Round emergency luminaire for escape route lighting. DALI-2. Recessed mounting. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK11 - verlichting/SK1112A2.jpg;https://www.etaplighting.com/en/series/K1R-light/K1R2163S2
Round emergency luminaire for anti-panic lighting. DALI-2. Recessed mounting. ;Emergency escape lighting;Schools;;3 W;20 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK11 - verlichting/SK1102A1_inbouwspot-antipaniek-standaard.jpg;https://www.etaplighting.com/en/series/K1R-light/K1R2263
Round emergency luminaire for anti-panic lighting. DALI-2. Recessed mounting. ;Emergency escape lighting;Schools;;3 W;20 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K1R (SK11 - SK12)/SK11 - verlichting/SK1102A1_inbouwspot-antipaniek-standaard.jpg;https://www.etaplighting.com/en/series/K1R-light/K1R2263S2
IP65 emergency luminaire for escape route lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/K2163
IP65 emergency luminaire for escape route lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/K2163O
IP65 emergency luminaire for escape route lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/K2163OS2
IP65 emergency luminaire for escape route lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/K2163S2
IP65 emergency luminaire for escape route lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;6 W;0 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_highlumenoutput.jpg;https://www.etaplighting.com/en/series/K2-light/K2166
IP65 emergency luminaire for escape route lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;6 W;0 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_highlumenoutput.jpg;https://www.etaplighting.com/en/series/K2-light/K2166O
IP65 emergency luminaire for anti-panic lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/K2263
IP65 emergency luminaire for anti-panic lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/K2263O
IP65 emergency luminaire for anti-panic lighting. DALI-2. Surface mounted. ;Emergency escape lighting;Schools;;3 W;19 lm;https://pim.etaplighting.com/BLOB/Pictures/Product pictures/K2 (SK2)/K2_VW-AP.jpg;https://www.etaplighting.com/en/series/K2-light/K2263S2
